RespondentID,Which category below includes your age?,Are you male or female?,What graduate program are you pursuing?,What graduate program are you pursuing? - Other (please specify),Are you a full-time graduate student?,Are you an International Student?,In which type of housing do you currently live?,In which type of housing do you currently live? - Other (please specify),What is the size of your current household?,"In a typical month, about how much money do you spend on rent/mortgage and utilities?",Is there a need for a graduate student residence hall on Texas Tech’s campus?,"If on-campus graduate housing had been available at the time you were admitted to Texas Tech, how likely would you have been to apply to live in such housing?",What types of residence would you be interested in? (Check all that apply.) - Studio/efficiency,What types of residence would you be interested in? (Check all that apply.) - 1 bedroom apt,What types of residence would you be interested in? (Check all that apply.) - 2 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - 3 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - I am not interested in on-campus housing,What types of residence would you be interested in? (Check all that apply.) - Other (please specify),How important is each of the following for a graduate student residence hall? - Child care,How important is each of the following for a graduate student residence hall? - Playground space,How important is each of the following for a graduate student residence hall? - Entertainment spaces (e.g. movie theater),How important is each of the following for a graduate student residence hall? - Alcohol allowed inside a residence,How important is each of the following for a graduate student residence hall? - Low cost,How important is each of the following for a graduate student residence hall? - Modern appliances,How important is each of the following for a graduate student residence hall? - Minimal grocery store,How important is each of the following for a graduate student residence hall? - Optional dining plan available,How important is each of the following for a graduate student residence hall? - Other,"How important is each of the following for a graduate student residence hall? - Please specify ""Other""",How likely would you be to live in a graduate student only residence hall if Texas Tech offered one? - ,Would you expect to pay more or less for rent and utilities in a graduate student residence hall than you pay now?,Would you choose NOT to live in a graduate residence hall if the university filled open rooms with undergraduate students?,Would you choose NOT to live in a graduate residence hall if it were next to an undergraduate residence hall?,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)? ,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)?  - Other (please specify),"If a graduate student residence hall is added to Texas Tech’s campus, what suggestions would you give building planners? - Open-Ended Response"
2378849412,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,important,somewhat important,somewhat important,important,most important,somewhat important,important,most important,somewhat important,,Neutral,Pay about the same,No,No,Bus,,
2378888758,46 or older,Female,Doctoral,,No,No,Other (please specify),I moved back to El Paso after residing in Lubbock for 3 yrs. (apt. off campus),3 bedrooms,$400 to $600,Yes,Likely,,,2 bedroom apt with shared bathroom,,,I needed a place which allowed pets.,somewhat important,somewhat important,somewhat important,somewhat important,important,somewhat important,important,important,most important,Pets,Likely,Pay less,Yes,No,Walk,,Well constructed walking paths.
2378903333,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,No,Somewhat likely,,1 bedroom apt,,,,,important,important,important,not important,most important,important,somewhat important,somewhat important,not important,,Neutral,Pay less,Yes,Yes,Car,,
2378951014,21 to 25,Female,Doctoral,,Yes,No,Apartment,,2 bedrooms,"$800 to $1,000",Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,not important,important,most important,somewhat important,important,not important,,Likely,Pay less,Yes,No,Walk,,Put some kind of sound muting material in the walls. The most difficult part of being a grad student is finding a quiet place to work.
2378956183,26 to 35,Male,Doctoral,,Yes,Yes,Duplex,,2 bedrooms,$400 to $600,No,Somewhat likely,,,,,,Apts w/out shared bathrooms even if off campus would be preferred for grad students like myself with a family including children,important,most important,not important,important,most important,important,,,,,Neutral,Pay less,,,Bike,,
2378985022,26 to 35,Female,Master’s,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,,,,,,,,,,,Unlikely,,Yes,Yes,Bus,,
2379007807,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,Yes,Very likely,,,,,,family apt,important,somewhat important,somewhat important,not important,most important,most important,not important,not important,,,Likely,Pay less,No,Yes,Bus,,"If there is a graduate student residence hall for those who have family, it would be perfect."
2379013201,46 or older,Female,Graduate Certificate,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,important,most important,most important,most important,most important,most important,,I think that it would be great for our law students if there was housing across the street for them (I work at the law school).,Unlikely,Pay about the same,Yes,No,Bus,,Leave some space for sober living.
2379017355,21 to 25,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,important,most important,not important,most important,most important,somewhat important,most important,,,Unlikely,Pay less,Yes,Yes,Bike,,
2379021459,26 to 35,Female,Master’s,,No,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,,,,,not important,somewhat important,not important,not important,most important,most important,important,somewhat important,,,Neutral,Pay less,Yes,No,Bus,,
2379022124,26 to 35,Male,Graduate Certificate,,No,Yes,I currently live in on-campus housing,,Studio / Efficiency,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,important,somewhat important,important,somewhat important,most important,most important,most important,most important,,,Neutral,Pay more,No,No,Bus,Zipline!!!!,
2379031555,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,important,important,important,most important,important,important,,,Neutral,Pay less,Yes,Yes,Walk,,
2379034297,36 to 45,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,important,important,important,not important,important,important,important,not important,,,Neutral,Pay about the same,Yes,Yes,Bus,,
2379034948,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,Studio / Efficiency,$400 to $600,Yes,Likely,Studio/efficiency,,,,,,not important,important,important,important,most important,important,important,important,important,,Likely,Pay about the same,Yes,No,Walk,,
2379039192,26 to 35,Female,Graduate Non-Degree (GTMP),,Yes,Yes,Duplex,,2 bedrooms,$600 to $800,No,Not likely at all,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,somewhat important,somewhat important,most important,important,important,somewhat important,most important,Graduate students only,Unlikely,Pay more,Yes,Yes,Walk,,
2379055201,46 or older,Female,Master’s,,Yes,No,Single-family house,,More than 3 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,important,somewhat important,somewhat important,important,important,important,important,important,,,Unlikely,Pay about the same,No,No,Bus,,
2379057506,26 to 35,Female,Doctoral,,Yes,No,Condominium,,2 bedrooms,$400 to $600,Yes,Not likely at all,Studio/efficiency,1 bedroom apt,,,I am not interested in on-campus housing,,somewhat important,somewhat important,somewhat important,important,most important,important,important,important,,,Unlikely,Pay less,No,No,Bike,,
2379063830,21 to 25,Female,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,Yes,Somewhat likely,,,2 bedroom apt with shared bathroom,,,,somewhat important,not important,important,not important,most important,most important,most important,somewhat important,,,Neutral,Pay less,No,No,Walk,,
2379070681,26 to 35,Male,Master’s,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,most important,not important,most important,most important,most important,not important,,Unlikely,Pay less,Yes,No,Bus,,
2379076006,26 to 35,Female,Master’s,,No,Yes,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Not likely at all,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,not important,important,important,important,important,important,important,most important,Study Area,Unlikely,Pay less,Yes,Yes,Walk,,"Although I have no interest in living on campus as a graduate student, I see a need for a graduate residence hall. I would HIGHLY RECOMMEND opening the graduate residence hall to not only TTU student but also TTUHSC students. Also, rooms which are not filled could be rented by distance education students who attend classes on campus for several days and then return home. This would provide them an option from having to rent hotel rooms. As an employee at TTUHSC, I am always asked by students about graduate residence hall availability at TTU."
2379080070,21 to 25,Female,Master’s,,Yes,No,Single-family house,,3 bedrooms,$600 to $800,,,,,,,,,,,,,,,,,,,,,,,,,
2379084830,26 to 35,Female,Doctoral,,Yes,No,Duplex,,2 bedrooms,"$800 to $1,000",No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,somewhat important,important,most important,not important,not important,important,not important,,Unlikely,Pay about the same,Yes,Yes,Bike,,
2379095616,46 or older,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,not important,not important,somewhat important,somewhat important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,Yes,Car,,Larger room size
2379118348,36 to 45,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,Less than $400,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,not important,most important,not important,important,most important,,,Neutral,Pay about the same,No,No,Bus,,
2379120716,26 to 35,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,not important,not important,not important,not important,not important,not important,,Unlikely,Pay less,No,No,Walk,,
2379121612,26 to 35,Male,Master’s,,Yes,Yes,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,somewhat important,somewhat important,somewhat important,somewhat important,important,somewhat important,not important,somewhat important,,,Neutral,Pay less,Yes,No,Bus,,Take into consideration that graduate students might be married with children.  Other universities do have housing for married students.  I would be very interested in married housing.  It would have made transferring to Texas Tech a bit easier.
2379124217,46 or older,Male,Doctoral,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Likely,,,2 bedroom apt with shared bathroom,,,,important,important,important,important,most important,important,important,important,important,,Unlikely,Pay less,No,No,Bus,,
2379124512,21 to 25,Male,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,somewhat important,somewhat important,not important,most important,most important,most important,important,somewhat important,,,Likely,Pay about the same,Yes,No,Car,,
2379125694,46 or older,Female,Master’s,,No,No,Single-family house,,3 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,somewhat important,not important,somewhat important,most important,somewhat important,somewhat important,important,,,Unlikely,Pay less,Yes,No,Bus,,Good insulation between rooms
2379125762,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,important,important,important,not important,important,important,important,important,important,Laundry or Washing machines and driers in each apartment,Likely,Pay about the same,No,No,Bus,,The hall apart from being consistent with Texas Tech Architecture should have two levels of basement parking. It should have corridors with big glass windows and lots of common area where people can interact or have coffeee.
2379128488,46 or older,Male,Master’s,,No,No,Apartment,,3 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,most important,somewhat important,most important,most important,important,important,,,Neutral,Pay less,Yes,No,Car,,
2379130337,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,somewhat important,not important,not important,not important,most important,somewhat important,not important,important,,,Likely,Pay about the same,Yes,No,Walk,,
2379144129,26 to 35,Female,Doctoral,,Yes,No,Apartment,,2 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,important,most important,somewhat important,somewhat important,somewhat important,not important,,Unlikely,Pay more,Yes,No,Walk,,Don't use paper thin walls. People will need to study/write and screaming kids or loud music will hinder that.
2379144804,21 to 25,Female,Master’s,,Yes,Yes,Duplex,,2 bedrooms,Less than $400,No,Not likely at all,,1 bedroom apt,,,,,not important,not important,somewhat important,not important,important,most important,important,somewhat important,not important,,Neutral,Pay less,Yes,Yes,Walk,,no shared bathrooms; shared bathrooms create ill will between roommates.  it's true.
2379148490,46 or older,Female,Master’s,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,not important,not important,most important,important,important,important,not important,,Unlikely,Pay less,Yes,Yes,Bus,,
2379174132,21 to 25,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Not likely at all,,1 bedroom apt,,,,,not important,not important,most important,important,most important,most important,somewhat important,important,,,Likely,Pay less,Yes,Yes,Walk,,
2379187426,46 or older,Female,Master’s,,No,No,Single-family house,,3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,not important,important,somewhat important,somewhat important,important,somewhat important,,,Unlikely,Pay less,Yes,No,Car,,
2379196972,21 to 25,Male,Master’s,,Yes,No,I currently live in on-campus housing,,2 bedrooms,Less than $400,Yes,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,not important,somewhat important,somewhat important,most important,most important,important,important,most important,,,Neutral,Pay about the same,No,No,Walk,,
2379220574,26 to 35,Female,Master’s,,Yes,No,Single-family house,,3 bedrooms,Less than $400,No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,important,important,not important,most important,important,important,important,most important,Security,Neutral,Pay more,Yes,Yes,Bus,,"Put family units together, so they children could play. Plus the needs of adults without children are different from those with children.  If possible not alot of tile due to small children falling.  Placing child care faciliity close to residence hall will be most efficient for those with children."
2379228155,21 to 25,Female,Master’s,,Yes,No,Other (please specify),"Small, one room back house/efficency",Studio / Efficiency,Less than $400,Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,important,important,most important,most important,most important,most important,most important,most important,most important,"Study rooms with desks, computers, and printers",Likely,Pay about the same,Yes,Yes,Bus,,"Rooms that are bigger than a typical dorm room, grad students will need desk and computer space. Room for a couch would be nice. Mini kitchen in each room or more than one per hallway would be ideal."
